Codmundv_A;nomemun_A;Codmundv_B;nomemun_B;VAR01;VAR02;VAR03;VAR04
2503209;Cabedelo;2507507;João Pessoa;46;48;94;15
4206504;Guaramirim;4208906;Jaraguá do Sul;45;49;94;8
4101408;Apucarana;4113700;Londrina;45;49;94;42
3304201;Resende;3306305;Volta Redonda;45;49;94;36
2304400;Fortaleza;2607901;Jaboatão dos Guararapes;45;49;94;616
4311403;Lajeado;4314902;Porto Alegre;44;50;94;105
3301702;Duque de Caxias;3303500;Nova Iguaçu;43;51;94;16
4202008;Balneário Camboriú;4209102;Joinville;42;52;94;80
2602902;Cabo de Santo Agostinho;2607901;Jaboatão dos Guararapes;41;53;94;18
3509502;Campinas;3549904;São José dos Campos;40;54;94;124
3304557;Rio de Janeiro;4208203;Itajaí;38;56;94;700
3550308;São Paulo;4204608;Criciúma;44;49;93;614
3300233;Armação dos Búzios;3304557;Rio de Janeiro;44;49;93;139
5211909;Jataí;5218805;Rio Verde;43;50;93;82
4106902;Curitiba;4202008;Balneário Camboriú;43;50;93;182
3152501;Pouso Alegre;3550308;São Paulo;43;50;93;174
4208203;Itajaí;4314902;Porto Alegre;42;51;93;416
3503208;Araraquara;3543402;Ribeirão Preto;42;51;93;80
1501402;Belém;1504208;Marabá;40;53;93;447
3201308;Cariacica;3304557;Rio de Janeiro;34;59;93;408
3509502;Campinas;3552205;Sorocaba;45;47;92;79
3106200;Belo Horizonte;3509502;Campinas;44;48;92;456
3523909;Itu;3545209;Salto;42;50;92;9
3304201;Resende;3550308;São Paulo;41;51;92;257
4309308;Guaíba;4314902;Porto Alegre;39;53;92;15
4307708;Esteio;4314902;Porto Alegre;37;55;92;23
3538006;Pindamonhangaba;3554102;Taubaté;43;48;91;15
3523909;Itu;3552205;Sorocaba;43;48;91;30
2304400;Fortaleza;2704302;Maceió;37;54;91;717
3527108;Lins;3550308;São Paulo;36;55;91;384
2304400;Fortaleza;3505708;Barueri;29;62;91;2331
3518800;Guarulhos;3534401;Osasco;25;66;91;26
3534401;Osasco;5208707;Goiânia;22;69;91;804
5208707;Goiânia;5220454;Senador Canedo;44;46;90;20
1702109;Araguaína;1721000;Palmas;44;46;90;351
3302403;Macaé;3304524;Rio das Ostras;43;47;90;13
4202008;Balneário Camboriú;4202909;Brusque;41;49;90;25
4104808;Cascavel;4113700;Londrina;39;51;90;299
3550308;São Paulo;5003702;Dourados;37;53;90;859
3508504;Caçapava;3550308;São Paulo;37;53;90;114
3519071;Hortolândia;3550308;São Paulo;42;47;89;105
3506003;Bauru;3529005;Marília;42;47;89;90
4303905;Campo Bom;4313409;Novo Hamburgo;41;48;89;7
3511102;Catanduva;3549805;São José do Rio Preto;40;49;89;56
3550308;São Paulo;3550704;São Sebastião;39;50;89;124
3305109;São João de Meriti;3550308;São Paulo;37;52;89;346
3541000;Praia Grande;3551009;São Vicente;43;45;88;7
4202404;Blumenau;4205902;Gaspar;42;46;88;12
5105259;Lucas do Rio Verde;5107925;Sorriso;41;47;88;60
4305108;Caxias do Sul;4313409;Novo Hamburgo;41;47;88;59
2111201;São José de Ribamar;2111300;São Luís;38;50;88;21
3304557;Rio de Janeiro;4202404;Blumenau;37;51;88;725
2507507;João Pessoa;5300108;Brasília;15;73;88;1675
3550308;São Paulo;4119152;Pinhais;41;46;87;322
3516408;Franco da Rocha;3550308;São Paulo;41;46;87;37
1501402;Belém;1506807;Santarém;40;47;87;710
3301900;Itaboraí;3304557;Rio de Janeiro;39;48;87;44
3545209;Salto;3550308;São Paulo;38;49;87;82
3525300;Jaú;3550308;São Paulo;37;50;87;248
2111300;São Luís;2611606;Recife;34;53;87;1193
5107909;Sinop;5107925;Sorriso;42;44;86;80
4202404;Blumenau;4208906;Jaraguá do Sul;41;45;86;52
3528502;Mairiporã;3550308;São Paulo;41;45;86;38
3550308;São Paulo;4314100;Passo Fundo;40;46;86;752
2611606;Recife;3106200;Belo Horizonte;39;47;86;1596
3106200;Belo Horizonte;3137601;Lagoa Santa;41;44;85;32
4104303;Campo Mourão;4115200;Maringá;40;45;85;83
2207702;Parnaíba;2211001;Teresina;39;46;85;269
1302603;Manaus;2304400;Fortaleza;37;48;85;2387
3106200;Belo Horizonte;3205200;Vila Velha;27;58;85;380
1302603;Manaus;3518800;Guarulhos;42;42;84;2604
4314902;Porto Alegre;4320008;Sapucaia do Sul;40;44;84;24
3122306;Divinópolis;3550308;São Paulo;38;46;84;426
4209102;Joinville;4216602;São José;37;47;84;145
3131307;Ipatinga;3550308;São Paulo;37;47;84;621
3509502;Campinas;3526902;Limeira;36;48;84;51
2408102;Natal;2412005;São Gonçalo do Amarante;36;48;84;9
4113700;Londrina;4314902;Porto Alegre;26;58;84;748
3530706;Mogi Guaçu;3550308;São Paulo;40;43;83;150
2933307;Vitória da Conquista;3550308;São Paulo;39;44;83;1131
3203205;Linhares;3205309;Vitória;39;44;83;103
3550308;São Paulo;5107602;Rondonópolis;38;45;83;1186
3304557;Rio de Janeiro;4209102;Joinville;38;45;83;668
5002704;Campo Grande;5003207;Corumbá;37;46;83;352
3511102;Catanduva;3550308;São Paulo;36;47;83;364
4207502;Indaial;4218202;Timbó;38;44;82;7
3509700;Campos do Jordão;3550308;São Paulo;38;44;82;151
2611606;Recife;2616407;Vitória de Santo Antão;38;44;82;40
3502804;Araçatuba;3549805;São José do Rio Preto;36;46;82;119
2301000;Aquiraz;2304400;Fortaleza;36;46;82;22
3526902;Limeira;3538709;Piracicaba;35;47;82;33
3201209;Cachoeiro de Itapemirim;3205309;Vitória;35;47;82;104
2507507;João Pessoa;3304557;Rio de Janeiro;34;48;82;1923
3303203;Nilópolis;3303500;Nova Iguaçu;33;49;82;7
3505708;Barueri;3543402;Ribeirão Preto;32;50;82;278
2914802;Itabuna;2927408;Salvador;37;44;81;218
4304606;Canoas;4305108;Caxias do Sul;34;47;81;83
2304400;Fortaleza;3106200;Belo Horizonte;33;48;81;1867
3505708;Barueri;5208707;Goiânia;26;55;81;799
3513504;Cubatão;3548500;Santos;39;41;80;8
4307807;Estrela;4311403;Lajeado;38;42;80;10
4128203;União da Vitória;4213609;Porto União;38;42;80;11
4202008;Balneário Camboriú;4203204;Camboriú;38;42;80;5
4100400;Almirante Tamandaré;4106902;Curitiba;38;42;80;12
3144805;Nova Lima;3550308;São Paulo;38;42;80;491
3550308;São Paulo;4314407;Pelotas;37;43;80;1036
3534401;Osasco;3552809;Taboão da Serra;36;44;80;7
3127701;Governador Valadares;3550308;São Paulo;36;44;80;712
3134905;Jacutinga;3143401;Monte Sião;36;44;80;17
3304557;Rio de Janeiro;3513009;Cotia;35;45;80;381
4113700;Londrina;5300108;Brasília;10;70;80;901
4101408;Apucarana;4101507;Arapongas;38;41;79;16
2930709;Simões Filho;3550308;São Paulo;38;41;79;1453
3550308;São Paulo;4303103;Cachoeirinha;37;42;79;814
4205407;Florianópolis;4208203;Itajaí;36;43;79;76
3550308;São Paulo;4202008;Balneário Camboriú;36;43;79;420
3304201;Resende;3304557;Rio de Janeiro;35;44;79;129
3106705;Betim;3304557;Rio de Janeiro;34;45;79;337
3548807;São Caetano do Sul;5300108;Brasília;9;70;79;876
3106200;Belo Horizonte;3127701;Governador Valadares;38;40;78;243
2800308;Aracaju;2802908;Itabaiana;38;40;78;47
5208004;Formosa;5300108;Brasília;37;41;78;71
1600303;Macapá;3550308;São Paulo;37;41;78;2660
3106200;Belo Horizonte;3171204;Vespasiano;37;41;78;23
1100205;Porto Velho;3304557;Rio de Janeiro;36;42;78;2567
2910727;Eunápolis;2925303;Porto Seguro;36;42;78;50
3550308;São Paulo;5218805;Rio Verde;34;44;78;797
2906501;Candeias;2927408;Salvador;34;44;78;36
4305108;Caxias do Sul;4308201;Flores da Cunha;29;49;78;15
3550308;São Paulo;3554003;Tatuí;38;39;77;127
3135100;Janaúba;3143302;Montes Claros;38;39;77;118
3510500;Caraguatatuba;3549904;São José dos Campos;37;40;77;63
3201506;Colatina;3205309;Vitória;37;40;77;84
4202404;Blumenau;4216602;São José;36;41;77;80
4202404;Blumenau;4214805;Rio do Sul;33;44;77;62
3534708;Ourinhos;3550308;São Paulo;32;45;77;339
3510500;Caraguatatuba;3550704;São Sebastião;38;38;76;16
3518800;Guarulhos;3548500;Santos;38;38;76;55
3106200;Belo Horizonte;3518800;Guarulhos;37;39;76;470
3506003;Bauru;3525300;Jaú;35;41;76;53
1500800;Ananindeua;3550308;São Paulo;34;42;76;2470
3143302;Montes Claros;3550308;São Paulo;34;42;76;815
4106902;Curitiba;5002704;Campo Grande;33;43;76;795
3510609;Carapicuíba;3534401;Osasco;33;43;76;5
2504009;Campina Grande;2611606;Recife;29;47;76;147
3509502;Campinas;3536505;Paulínia;37;38;75;18
3506003;Bauru;3543402;Ribeirão Preto;36;39;75;188
4202909;Brusque;4208203;Itajaí;35;40;75;23
2304400;Fortaleza;4314902;Porto Alegre;25;50;75;3125
2800308;Aracaju;5300108;Brasília;14;61;75;1270
3511102;Catanduva;3545605;Santa Adélia;6;69;75;22
3301900;Itaboraí;3304904;São Gonçalo;35;39;74;22
1709500;Gurupi;1721000;Palmas;35;39;74;167
4313508;Osório;4314902;Porto Alegre;32;42;74;92
3136702;Juiz de Fora;3160702;Santos Dumont;34;39;73;38
2612505;Santa Cruz do Capibaribe;2615409;Toritama;34;39;73;17
4205506;Fraiburgo;4219309;Videira;33;40;73;23
3504008;Assis;3550308;São Paulo;33;40;73;401
3509502;Campinas;3547809;Santo André;33;40;73;99
4304606;Canoas;4307708;Esteio;31;42;73;7
2211001;Teresina;3304557;Rio de Janeiro;29;44;73;1968
3550308;São Paulo;4208906;Jaraguá do Sul;28;45;73;394
5002704;Campo Grande;5008305;Três Lagoas;34;38;72;306
4106902;Curitiba;4109401;Guarapuava;34;38;72;218
3550308;São Paulo;3557006;Votorantim;33;39;72;77
3134202;Ituiutaba;3170206;Uberlândia;32;40;72;126
2910800;Feira de Santana;2933307;Vitória da Conquista;31;41;72;349
3505708;Barueri;3548708;São Bernardo do Campo;25;47;72;38
3522406;Itapeva;3550308;São Paulo;23;49;72;231
2304400;Fortaleza;3534401;Osasco;16;56;72;2330
4311809;Marau;4314100;Passo Fundo;35;36;71;29
3513801;Diadema;3547809;Santo André;35;36;71;10
3202405;Guarapari;3205309;Vitória;32;39;71;50
3304557;Rio de Janeiro;3549805;São José do Rio Preto;30;41;71;682
3550308;São Paulo;3556453;Vargem Grande Paulista;29;42;71;39
2611606;Recife;3534401;Osasco;20;51;71;2064
3534401;Osasco;3548708;São Bernardo do Campo;18;53;71;29
5102637;Campo Novo do Parecis;5107958;Tangará da Serra;35;35;70;114
3300456;Belford Roxo;3304557;Rio de Janeiro;34;36;70;19
2602902;Cabo de Santo Agostinho;3550308;São Paulo;33;37;70;2046
4202909;Brusque;4206306;Guabiruba;32;38;70;8
3505500;Barretos;3550308;São Paulo;32;38;70;395
2304400;Fortaleza;2800308;Aracaju;30;40;70;802
1302603;Manaus;4314902;Porto Alegre;26;44;70;3085
3506003;Bauru;5300108;Brasília;14;56;70;734
3515608;Fernando Prestes;3545605;Santa Adélia;2;68;70;13
2611101;Petrolina;3550308;São Paulo;33;36;69;1697
3136702;Juiz de Fora;3169901;Ubá;33;36;69;82
3140001;Mariana;3146107;Ouro Preto;33;36;69;13
2407104;Macaíba;2408102;Natal;31;38;69;13
3205309;Vitória;3505708;Barueri;30;39;69;755
4307906;Farroupilha;4314902;Porto Alegre;26;43;69;93
3534401;Osasco;3547809;Santo André;19;50;69;29
5107040;Primavera do Leste;5107602;Rondonópolis;34;34;68;105
3556206;Valinhos;3556701;Vinhedo;33;35;68;7
2611606;Recife;3518800;Guarulhos;33;35;68;2043
5103403;Cuiabá;5107040;Primavera do Leste;32;36;68;188
2604106;Caruaru;3550308;São Paulo;32;36;68;1995
2921005;Mata de São João;2927408;Salvador;32;36;68;54
4205407;Florianópolis;4218707;Tubarão;31;37;68;112
2611606;Recife;4106902;Curitiba;31;37;68;2359
3529401;Mauá;3548708;São Bernardo do Campo;31;37;68;14
3509502;Campinas;3548708;São Bernardo do Campo;28;40;68;103
2918001;Jequié;2927408;Salvador;22;46;68;196
1600303;Macapá;5300108;Brasília;14;54;68;1788
1100205;Porto Velho;1100304;Vilhena;33;34;67;598
4208203;Itajaí;4211306;Navegantes;32;35;67;10
3525904;Jundiaí;3556503;Várzea Paulista;32;35;67;9
3550308;São Paulo;4315602;Rio Grande;31;36;67;1061
4115200;Maringá;4118402;Paranavaí;31;36;67;65
3304557;Rio de Janeiro;4115200;Maringá;29;38;67;886
2927408;Salvador;4106902;Curitiba;29;38;67;1730
4113700;Londrina;4122404;Rolândia;28;39;67;22
4204202;Chapecó;4219507;Xanxerê;33;33;66;35
3523107;Itaquaquecetuba;3552502;Suzano;33;33;66;8
2304400;Fortaleza;3518800;Guarulhos;33;33;66;2312
3119401;Coronel Fabriciano;3168705;Timóteo;32;34;66;8
1100023;Ariquemes;1100205;Porto Velho;32;34;66;157
3522307;Itapetininga;3552205;Sorocaba;31;35;66;57
4104907;Castro;4119905;Ponta Grossa;30;36;66;38
3505708;Barueri;3548500;Santos;30;36;66;68
4304705;Carazinho;4314100;Passo Fundo;29;37;66;38
3507001;Boituva;3550308;São Paulo;28;38;66;112
1302603;Manaus;3106200;Belo Horizonte;26;40;66;2467
4302105;Bento Gonçalves;4307906;Farroupilha;32;33;65;18
4122305;Rio Negro;4210100;Mafra;32;33;65;6
3304524;Rio das Ostras;3304557;Rio de Janeiro;32;33;65;142
3169307;Três Corações;3170701;Varginha;32;33;65;26
3520509;Indaiatuba;3523909;Itu;31;34;65;22
3118007;Congonhas;3118304;Conselheiro Lafaiete;31;34;65;19
3550308;São Paulo;5108402;Várzea Grande;30;35;65;1369
4209102;Joinville;4215802;São Bento do Sul;30;35;65;51
4106407;Cornélio Procópio;4113700;Londrina;30;35;65;52
3506003;Bauru;3549805;São José do Rio Preto;30;35;65;171
3503208;Araraquara;3529302;Matão;28;37;65;31
4305108;Caxias do Sul;4314100;Passo Fundo;24;41;65;157
3170206;Uberlândia;5211503;Itumbiara;32;32;64;119
4302105;Bento Gonçalves;4308607;Garibaldi;31;33;64;11
4202305;Biguaçu;4205407;Florianópolis;31;33;64;21
3304557;Rio de Janeiro;4315602;Rio Grande;30;34;64;1301
3534401;Osasco;3547304;Santana de Parnaíba;30;34;64;16
5208707;Goiânia;5211800;Jaraguá;29;35;64;103
4106902;Curitiba;5103403;Cuiabá;29;35;64;1327
3550308;São Paulo;4316907;Santa Maria;29;35;64;951
4125506;São José dos Pinhais;4314902;Porto Alegre;29;35;64;535
3548708;São Bernardo do Campo;4106902;Curitiba;29;35;64;331
1504208;Marabá;3550308;São Paulo;29;35;64;2037
3504503;Avaré;3550308;São Paulo;29;35;64;240
3304557;Rio de Janeiro;4305108;Caxias do Sul;27;37;64;1022
3304557;Rio de Janeiro;4304606;Canoas;27;37;64;1076
3548708;São Bernardo do Campo;5300108;Brasília;13;51;64;888
3547809;Santo André;5300108;Brasília;10;54;64;881
3549805;São José do Rio Preto;5300108;Brasília;10;54;64;578
3300233;Armação dos Búzios;3300704;Cabo Frio;31;32;63;23
4108403;Francisco Beltrão;4118501;Pato Branco;30;33;63;43
3125101;Extrema;3550308;São Paulo;30;33;63;95
3503307;Araras;3543907;Rio Claro;30;33;63;20
1200401;Rio Branco;3550308;São Paulo;29;34;63;2572
1400100;Boa Vista;3550308;São Paulo;29;34;63;3235
1302603;Manaus;2611606;Recife;29;34;63;2808
2504009;Campina Grande;3550308;São Paulo;28;35;63;2101
3202405;Guarapari;3205200;Vila Velha;28;35;63;39
3505708;Barueri;3547809;Santo André;22;41;63;38
3106200;Belo Horizonte;3548807;São Caetano do Sul;11;52;63;487
5208707;Goiânia;5211503;Itumbiara;31;31;62;188
3525102;Jardinópolis;3551702;Sertãozinho;31;31;62;27
2604106;Caruaru;2615409;Toritama;30;32;62;33
3550308;São Paulo;4309209;Gravataí;29;33;62;807
4106902;Curitiba;4305108;Caxias do Sul;29;33;62;450
2600054;Abreu e Lima;2611606;Recife;29;33;62;25
4204202;Chapecó;4204301;Concórdia;28;34;62;61
3304557;Rio de Janeiro;4125506;São José dos Pinhais;28;34;62;658
4307609;Estância Velha;4313409;Novo Hamburgo;27;35;62;6
4106902;Curitiba;5208707;Goiânia;26;36;62;968
4204608;Criciúma;4209102;Joinville;25;37;62;269
3127701;Governador Valadares;3168606;Teófilo Otoni;23;39;62;117
3118601;Contagem;5300108;Brasília;19;43;62;616
4314902;Porto Alegre;5208707;Goiânia;19;43;62;1495
3549904;São José dos Campos;5300108;Brasília;10;52;62;848
2914802;Itabuna;3550308;São Paulo;30;31;61;1223
1721000;Palmas;3304557;Rio de Janeiro;30;31;61;1475
3506359;Bertioga;3550308;São Paulo;29;32;61;54
3509502;Campinas;3545803;Santa Bárbara d'Oeste;28;33;61;40
3106200;Belo Horizonte;3129806;Ibirité;28;33;61;16
3501905;Amparo;3550308;São Paulo;27;34;61;106
3527207;Lorena;3550308;São Paulo;27;34;61;189
3505708;Barueri;3549904;São José dos Campos;27;34;61;107
2606002;Garanhuns;2611606;Recife;27;34;61;194
3518800;Guarulhos;3548708;São Bernardo do Campo;25;36;61;31
4202404;Blumenau;4213203;Pomerode;30;30;60;25
3106200;Belo Horizonte;3170701;Varginha;30;30;60;230
1100106;Guajará-Mirim;1100122;Ji-Paraná;30;30;60;373
2607901;Jaboatão dos Guararapes;2927408;Salvador;29;31;60;654
2507507;João Pessoa;2513703;Santa Rita;29;31;60;16
1501402;Belém;1505536;Parauapebas;29;31;60;535
4204608;Criciúma;4205456;Forquilhinha;28;32;60;13
3518404;Guaratinguetá;3527207;Lorena;28;32;60;13
2408003;Mossoró;3304557;Rio de Janeiro;27;33;60;2042
2304202;Crato;2304400;Fortaleza;27;33;60;393
4204202;Chapecó;4314100;Passo Fundo;26;34;60;129
3501707;Américo Brasiliense;3503208;Araraquara;26;34;60;10
1302603;Manaus;3534401;Osasco;16;44;60;2602
3534708;Ourinhos;3546405;Santa Cruz do Rio Pardo;15;45;60;29
3503208;Araraquara;3506706;Boa Esperança do Sul;11;49;60;32
3521507;Irapuã;3528858;Marapoama;1;59;60;29
3550308;São Paulo;4302105;Bento Gonçalves;29;30;59;765
3524303;Jaboticabal;3551702;Sertãozinho;29;30;59;35
3538709;Piracicaba;3543907;Rio Claro;29;30;59;39
3300704;Cabo Frio;3305208;São Pedro da Aldeia;29;30;59;6
3152501;Pouso Alegre;3170701;Varginha;29;30;59;97
2107506;Paço do Lumiar;2111300;São Luís;29;30;59;14
4307005;Erechim;4314902;Porto Alegre;28;31;59;287
3550308;São Paulo;4209300;Lages;28;31;59;582
2913606;Ilhéus;3550308;São Paulo;28;31;59;1233
3524709;Jaguariúna;3550308;São Paulo;28;31;59;110
4314902;Porto Alegre;4322400;Uruguaiana;27;32;59;569
3550308;São Paulo;4307708;Esteio;27;32;59;807
4101408;Apucarana;4115200;Maringá;27;32;59;51
3302502;Magé;3304557;Rio de Janeiro;27;32;59;34
3534401;Osasco;3543402;Ribeirão Preto;16;43;59;284
3534401;Osasco;5002704;Campo Grande;14;45;59;898
3552205;Sorocaba;5300108;Brasília;8;51;59;851
3503208;Araraquara;3546900;Santa Lúcia;7;52;59;14
3501608;Americana;3552403;Sumaré;29;29;58;11
2607208;Ipojuca;3550308;São Paulo;29;29;58;2034
3300407;Barra Mansa;3304201;Resende;29;29;58;26
3151800;Poços de Caldas;3152501;Pouso Alegre;29;29;58;79
4201406;Araranguá;4217709;Sombrio;28;30;58;24
3550308;São Paulo;4101408;Apucarana;28;30;58;491
4303905;Campo Bom;4314902;Porto Alegre;27;31;58;44
3525904;Jundiaí;3552205;Sorocaba;27;31;58;70
3501608;Americana;3526902;Limeira;27;31;58;20
2100055;Açailândia;2105302;Imperatriz;27;31;58;61
3304557;Rio de Janeiro;3506003;Bauru;26;32;58;604
3548500;Santos;3548708;São Bernardo do Campo;25;33;58;31
3106200;Belo Horizonte;3149309;Pedro Leopoldo;24;34;58;33
4314902;Porto Alegre;5002704;Campo Grande;23;35;58;1130
4209102;Joinville;5300108;Brasília;10;48;58;1164
3520509;Indaiatuba;3545209;Salto;28;29;57;13
1501303;Barcarena;1501402;Belém;28;29;57;26
1100049;Cacoal;1100122;Ji-Paraná;28;29;57;73
4203006;Caçador;4219309;Videira;27;30;57;24
3505708;Barueri;3552205;Sorocaba;27;30;57;64
3505708;Barueri;3513009;Cotia;27;30;57;11
4125506;São José dos Pinhais;4209102;Joinville;26;31;57;88
4204202;Chapecó;4209102;Joinville;26;31;57;388
3505708;Barueri;3525904;Jundiaí;26;31;57;37
3522406;Itapeva;3523206;Itararé;26;31;57;48
4305108;Caxias do Sul;4313201;Nova Petrópolis;22;35;57;25
3548708;São Bernardo do Campo;4314902;Porto Alegre;19;38;57;825
4104253;Campo Magro;4106902;Curitiba;28;28;56;17
3106200;Belo Horizonte;3170107;Uberaba;28;28;56;413
2913903;Ipiaú;2918001;Jequié;28;28;56;51
3170206;Uberlândia;5205109;Catalão;27;29;56;89
2913606;Ilhéus;2927408;Salvador;27;29;56;211
4316808;Santa Cruz do Sul;4316907;Santa Maria;25;31;56;134
3300407;Barra Mansa;3550308;São Paulo;25;31;56;278
1301902;Itacoatiara;1302603;Manaus;25;31;56;179
1100205;Porto Velho;5103403;Cuiabá;24;32;56;1113
3538709;Piracicaba;3545803;Santa Bárbara d'Oeste;24;32;56;24
3304557;Rio de Janeiro;3530607;Moji das Cruzes;23;33;56;307
4314902;Porto Alegre;4317202;Santa Rosa;22;34;56;405
4113700;Londrina;5002704;Campo Grande;21;35;56;487
3530607;Moji das Cruzes;3549904;São José dos Campos;19;37;56;51
3511102;Catanduva;3555604;Uchoa;2;54;56;29
4202909;Brusque;4208302;Itapema;27;28;55;27
3505609;Barrinha;3551702;Sertãozinho;27;28;55;19
3518800;Guarulhos;3549904;São José dos Campos;27;28;55;74
3300209;Araruama;3305505;Saquarema;27;28;55;13
3115300;Cataguases;3138401;Leopoldina;27;28;55;19
3122306;Divinópolis;3133808;Itaúna;27;28;55;32
3201209;Cachoeiro de Itapemirim;3550308;São Paulo;26;29;55;643
2927408;Salvador;3518800;Guarulhos;26;29;55;1406
1501402;Belém;3106200;Belo Horizonte;26;29;55;2097
2900702;Alagoinhas;2910800;Feira de Santana;26;29;55;61
4314902;Porto Alegre;4321501;Torres;25;30;55;159
3304557;Rio de Janeiro;3552205;Sorocaba;25;30;55;437
2408003;Mossoró;3550308;São Paulo;25;30;55;2235
3505708;Barueri;3510609;Carapicuíba;25;30;55;4
4307708;Esteio;4320008;Sapucaia do Sul;24;31;55;3
3200607;Aracruz;3205309;Vitória;24;31;55;49
2304400;Fortaleza;5208707;Goiânia;23;32;55;1816
4106902;Curitiba;4304606;Canoas;23;32;55;527
3303401;Nova Friburgo;3550308;São Paulo;23;32;55;440
3106200;Belo Horizonte;3548708;São Bernardo do Campo;23;32;55;497
3548807;São Caetano do Sul;4106902;Curitiba;15;40;55;339
3548500;Santos;5300108;Brasília;7;48;55;912
3118601;Contagem;4106902;Curitiba;26;28;54;798
